Auction_key,Auction_seq,Regist_type,Regist_class,Regist_date,Creditor,Regist_price
610,10003,집합건물등기,가압    ,20170131,현대캐피탈,9565912
610,10004,집합건물등기,가압    ,20170203,중소기업은행,5407105
610,10005,집합건물등기,임의    ,20170213,예가람저축은행,0
610,10006,집합건물등기,가압    ,20170222,경북신용보증재단,15000000
610,10007,집합건물등기,가압    ,20170302,중소기업진흥공단,395754312
610,10008,집합건물등기,저당    ,20160913,예가람저축은행,306000000
611,10001,집합건물등기,소유이전,20130930,Private,0
611,10002,집합건물등기,가압    ,20170110,효성캐피탈,100000000
611,10003,집합건물등기,가압    ,20170125,신용보증기금,206550000
611,10004,집합건물등기,가압    ,20170126,효성캐피탈,100000000
611,10005,집합건물등기,가압    ,20170201,한국캐피탈,678054178
611,10006,집합건물등기,가압    ,20170201,전북은행,500000000
611,10007,집합건물등기,가압    ,20170209,신한캐피탈,1975851394
611,10008,집합건물등기,가압    ,20170209,신한캐피탈,1966707974
611,10009,집합건물등기,가압    ,20170209,화승네트웍스,280028280
611,10010,집합건물등기,임의    ,20170213,한화저축은행,0
611,10011,집합건물등기,가압    ,20170420,중소기업은행,1108384817
611,10012,집합건물등기,임의    ,20170424,중소기업은행,0
611,10013,집합건물등기,저당    ,20130930,중소기업은행,750000000
611,10014,집합건물등기,저당    ,20150702,한화저축은행,500000000
611,10015,집합건물등기,저당    ,20161114,HK저축은행,500000000
612,10001,집합건물등기,소유이전,20140825,Private,0
612,10002,집합건물등기,가압    ,20160812,대구은행,300000000
612,10003,집합건물등기,가압    ,20160909,삼성카드,10409906
612,10004,집합건물등기,가압    ,20160912,신한은행,17000000
612,10005,집합건물등기,가압    ,20160920,신용보증기금,299250000
612,10006,집합건물등기,가압    ,20161013,중소기업은행,6141608
612,10007,집합건물등기,가압    ,20161019,신한카드,9893338
612,10008,집합건물등기,가압    ,20161128,우리카드,17978682
612,10009,집합건물등기,가압    ,20161208,하나은행,122228706
612,10010,집합건물등기,가압    ,20170120,현대캐피탈,8428485
612,10011,집합건물등기,가압    ,20170124,현대캐피탈,8428915
612,10012,집합건물등기,임의    ,20170220,한국주택금융공사,0
612,10013,집합건물등기,가압    ,20170228,우리은행,10555221
612,10014,집합건물등기,압류    ,20170511,서초세무서,0
612,10015,집합건물등기,저당    ,20151111,SC은행,352800000
613,10001,집합건물등기,소유이전,20100223,Private,0
613,10002,집합건물등기,강제    ,20170223,Private,0
614,10001,집합건물등기,소유이전,19921002,Private,0
614,10002,집합건물등기,가압    ,20160614,신용보증기금,284000000
614,10003,집합건물등기,가압    ,20160711,우리은행,118209000
614,10004,집합건물등기,가압    ,20160811,한국스탠다드차타드은행,6118413
614,10005,집합건물등기,압류    ,20160923,송파세무서,0
614,10006,집합건물등기,압류    ,20161220,서울시송파구,0
614,10007,집합건물등기,임의    ,20170228,SC은행,0
614,10008,집합건물등기,압류    ,20170315,국민건강보험공단,0
614,10009,집합건물등기,저당    ,19991216,SC은행,48000000
614,10010,집합건물등기,저당    ,20020215,SC은행,72000000
615,10001,집합건물등기,소유이전,20011115,Private,0
615,10002,집합건물등기,가등기  ,20130322,Private,0
615,10003,집합건물등기,압류    ,20161223,서울시성동구,0
615,10004,집합건물등기,임의    ,20170307,신한은행,0
615,10005,집합건물등기,압류    ,20170313,국민건강보험공단,0
615,10006,집합건물등기,가압    ,20170323,신용보증기금,481720527
615,10007,집합건물등기,압류    ,20170330,성동세무서,0
615,10008,집합건물등기,가압    ,20170405,삼성카드,8614883
615,10009,집합건물등기,가압    ,20170410,국민은행,201483498
615,10010,집합건물등기,압류    ,20170412,서울시송파구,0
615,10011,집합건물등기,가압    ,20170424,국민은행,453025598
615,10012,집합건물등기,압류    ,20170627,국민건강보험공단,0
615,10013,집합건물등기,저당    ,20060502,신한은행,72000000
616,10001,집합건물등기,소유이전,20071015,Private,0
616,10002,집합건물등기,가압    ,20160518,중소기업은행,580208715
616,10003,집합건물등기,가압    ,20160602,하나은행,374429070
616,10004,집합건물등기,가압    ,20160622,수산업협동조합중앙회,365595092
616,10005,집합건물등기,가압    ,20160627,신용보증기금,30000000
616,10006,집합건물등기,가압    ,20170227,서울보증보험,30000000
616,10007,집합건물등기,임의    ,20170324,국민은행,0
616,10008,집합건물등기,저당    ,20070918,국민은행,259170000
616,10009,집합건물등기,저당    ,20140611,한국외환은행,360000000
617,10001,집합건물등기,소유이전,19961227,Private,0
617,10002,집합건물등기,가압    ,20160902,우리은행,300504918
617,10003,집합건물등기,가압    ,20160908,신용보증기금,850000000
617,10004,집합건물등기,가압    ,20160930,중소기업은행,451933267
617,10005,집합건물등기,가압    ,20161006,서울보증보험,299641100
617,10006,집합건물등기,압류    ,20161107,구로세무서,0
617,10007,집합건물등기,임의    ,20170331,국민은행,0
617,10008,집합건물등기,가압    ,20170523,국민은행,6359722
617,10009,집합건물등기,저당    ,20131031,국민은행,468000000
617,10010,집합건물등기,저당    ,20131031,국민은행,240000000
617,10011,집합건물등기,저당    ,20141107,국민은행,81600000
617,10012,집합건물등기,저당    ,20160923,Private,1650000000
618,10001,집합건물등기,소유이전,20120608,Private,0
618,10002,집합건물등기,임의    ,20170331,Private,0
619,10001,집합건물등기,소유이전,19960702,Private,0
619,10002,집합건물등기,가압    ,20160901,중소기업진흥공단,102264992
619,10003,집합건물등기,가압    ,20160907,기술신용보증기금,270000000
619,10004,집합건물등기,가압    ,20170214,중소기업은행,30000000
619,10005,집합건물등기,임의    ,20170406,우리은행,0
619,10006,집합건물등기,저당    ,20100831,우리은행,600000000
620,10001,집합건물등기,가압    ,20100615,Private,30000000
620,10002,집합건물등기,강제    ,20170411,Private,0
621,10001,집합건물등기,소유이전,20151215,Private,0
621,10002,집합건물등기,가처분  ,20161101,중소기업은행,0
621,10003,집합건물등기,가처분  ,20170309,신용보증기금,0
621,10004,집합건물등기,임의    ,20170412,한국씨티은행,0
621,10005,집합건물등기,저당    ,20041008,한미은행,240000000
621,10006,집합건물등기,저당    ,20050221,한국씨티은행,120000000
621,10007,집합건물등기,저당    ,20150424,한국씨티은행,144000000
622,10001,집합건물등기,소유이전,20051006,Private,0
622,10002,집합건물등기,가등기  ,20160512,Private,0
622,10003,집합건물등기,가압    ,20161123,Private,10000000
622,10004,집합건물등기,압류    ,20170202,성동세무서,0
622,10005,집합건물등기,가압    ,20170414,우리카드,12363637
622,10006,집합건물등기,임의    ,20170419,오에스비저축은행,0
622,10007,집합건물등기,가압    ,20170616,Private,15000000
622,10008,집합건물등기,가압    ,20170710,웰컴저축은행,11447306
622,10009,집합건물등기,저당    ,20160510,제이에스대부자산관리,195600000
622,10010,집합건물등기,질권    ,20170428,제이비우리캐피탈,195600000
622,10011,집합건물등기,질권    ,20170428,바른자산관리대부,18500000
622,10012,집합건물등기,질권    ,20170511,퍼스트와이제이대부,18000000
622,10013,집합건물등기,저당    ,20160510,제이에스대부자산관리,79200000
622,10014,집합건물등기,질권    ,20170428,제이비우리캐피탈,79200000
622,10015,집합건물등기,질권    ,20170428,퍼스트와이제이대부,7500000
622,10016,집합건물등기,질권    ,20170511,퍼스트와이제이대부,7000000
623,10001,집합건물등기,압류    ,20161209,송파세무서,0
623,10002,집합건물등기,소유이전,20161230,아시아신탁,0
623,10003,집합건물등기,임의    ,20170501,전택(새),0
623,10004,집합건물등기,저당    ,20140822,Private,636000000
623,10005,집합건물등기,질권    ,20170705,제이비우리캐피탈,0
624,10001,집합건물등기,소유이전,20060613,Private,0
624,10002,집합건물등기,가압    ,20090612,롯데건설,25543637
624,10003,집합건물등기,압류    ,20160928,동대문세무서,0
624,10004,집합건물등기,가압    ,20161103,장성전력,475000000
624,10005,집합건물등기,가압    ,20170106,오에스비저축은행,30000000
624,10006,집합건물등기,압류    ,20170203,서울시중랑구,0
624,10007,집합건물등기,가압    ,20170217,우리카드,20297696
624,10008,집합건물등기,압류    ,20170412,서울시송파구,0
624,10009,집합건물등기,임의    ,20170425,수협은행,0
624,10010,집합건물등기,압류    ,20170504,국민건강보험공단,0
624,10011,집합건물등기,저당    ,20120720,수협중앙,2616000000
625,10001,집합건물등기,소유이전,20010723,Private,0
625,10002,집합건물등기,임의    ,20170523,코리안리재보험,0
625,10003,집합건물등기,저당    ,20040608,하나은행,240000000
625,10004,집합건물등기,저당    ,20151030,국민은행,429600000
625,10005,집합건물등기,저당    ,20170502,코리안리재보험,1800000000
625,10006,집합건물등기,저당    ,20170719,엠지손해보험,595220075
626,10001,집합건물등기,소유이전,20170217,국제자산신탁,0
626,10002,집합건물등기,임의    ,20170619,투에스캐피탈대부,0
626,10003,집합건물등기,저당    ,20170217,투에스캐피탈대부,10000000
626,10004,집합건물등기,질권    ,20170323,효성캐피탈,10000000
627,10001,집합건물등기,소유이전,20170508,Private,0
627,10002,집합건물등기,압류    ,20170605,서울시강동구,0
627,10003,집합건물등기,임의    ,20170609,Private,0
627,10004,집합건물등기,압류    ,20170619,국민건강보험공단,0
627,10005,집합건물등기,압류    ,20170630,서울시송파구,0
627,10006,집합건물등기,압류    ,20170807,송파세무서,0
627,10007,집합건물등기,저당    ,20170508,비엔케이저축은행,172900000
627,10008,집합건물등기,저당    ,20170508,Private,138000000
627,10009,집합건물등기,저당    ,20170508,Private,26000000
627,10010,집합건물등기,저당    ,20170508,Private,120000000
628,10001,집합건물등기,소유이전,20130619,Private,0
628,10002,집합건물등기,가압    ,20161230,에이치케이저축은행,1500000000
628,10003,집합건물등기,가압    ,20170316,동양생명보험,2000000000
628,10004,집합건물등기,임의    ,20170613,삼성화재해상보험,0
628,10005,집합건물등기,가압    ,20170807,에이치케이저축은행,589647010
628,10006,집합건물등기,저당    ,20140619,삼성화재해상보험,266400000
629,10001,집합건물등기,소유이전,20090112,Private,0
629,10002,집합건물등기,임의    ,20170613,신한은행,0
629,10003,집합건물등기,가압    ,20170619,한국무역보험공사,449190000
629,10004,집합건물등기,임의    ,20170620,중소기업은행,0
629,10005,집합건물등기,가압    ,20170707,부산은행,387000000
629,10006,집합건물등기,가압    ,20170714,서울보증보험,120000000
629,10007,집합건물등기,압류    ,20171023,성동세무서,0
629,10008,집합건물등기,저당    ,20090112,국민은행,246700000
629,10009,집합건물등기,저당    ,20121218,중소기업은행,261000000
629,10010,집합건물등기,저당    ,20151229,신한은행,120000000
629,10011,집합건물등기,저당    ,20160226,신한은행,240000000
629,10012,집합건물등기,저당    ,20170619,동일방직,80000000
630,10001,집합건물등기,소유이전,20120523,Private,0
630,10002,집합건물등기,압류    ,20161026,동대문세무서,0
630,10003,집합건물등기,가압    ,20161212,경보제약,70181301
630,10004,집합건물등기,가압    ,20161212,신용보증기금,1174000000
630,10005,집합건물등기,가압    ,20161220,신한은행,300000000
630,10006,집합건물등기,가압    ,20170116,우리은행,720321435
630,10007,집합건물등기,압류    ,20170420,성동세무서,0
630,10008,집합건물등기,임의    ,20170704,우리은행,0
630,10009,집합건물등기,압류    ,20171128,서울시동대문구,0
630,10010,집합건물등기,압류    ,20180115,서울시광진구,0
630,10011,집합건물등기,저당    ,20161012,우리은행,440000000
631,10001,집합건물등기,소유이전,20031029,Private,0
631,10002,집합건물등기,압류    ,20170110,서울시강동구,0
631,10003,집합건물등기,임의    ,20170119,중소기업은행,0
631,10004,집합건물등기,압류    ,20170210,강동세무서,0
631,10005,집합건물등기,저당    ,20110719,중소기업은행,550000000
632,10001,집합건물등기,소유이전,20130620,Private,0
632,10002,집합건물등기,가압    ,20160614,주식회사대흥,165855370
632,10003,집합건물등기,가압    ,20160719,서울보증보험,72000000
632,10004,집합건물등기,가압    ,20161017,서울보증보험,52500000
632,10005,집합건물등기,가압    ,20161216,이천농업협동조합,30262434
632,10006,집합건물등기,임의    ,20170120,중소기업은행,0
632,10007,집합건물등기,임의    ,20170215,중소기업은행,0
632,10008,집합건물등기,가압    ,20170314,농협은행,30240577
632,10009,집합건물등기,저당    ,20150206,중소기업은행,336000000
632,10010,집합건물등기,저당    ,20150206,중소기업은행,360000000
633,10001,집합건물등기,소유이전,20001220,Private,0
633,10002,집합건물등기,가압    ,20170126,기술보증기금,1950000000
633,10003,집합건물등기,가압    ,20170215,서울보증보험,130000000
633,10004,집합건물등기,임의    ,20170215,중소기업은행,0
633,10005,집합건물등기,가압    ,20170220,진도연합새마을금고,160516708
633,10006,집합건물등기,가압    ,20170302,농업협동조합중앙회,55668980
633,10007,집합건물등기,가압    ,20170404,중소기업은행,1027454631
633,10008,집합건물등기,임의    ,20170413,농협은행,0
633,10009,집합건물등기,저당    ,20071004,농협은행,221400000
633,10010,집합건물등기,저당    ,20080804,경기신용보증재단,102000000
633,10011,집합건물등기,저당    ,20091028,중소기업은행,400000000
634,10001,집합건물등기,소유이전,20110620,Private,0
634,10002,집합건물등기,가압    ,20161206,경남신용보증재단,42500000
634,10003,집합건물등기,가압    ,20161220,경남은행,12003411
634,10004,집합건물등기,임의    ,20170421,경남은행,0
634,10005,집합건물등기,압류    ,20170704,역삼세무서,0
634,10006,집합건물등기,저당    ,20130422,경남은행,60000000
634,10007,집합건물등기,저당    ,20140822,경남은행,215000000
634,10008,집합건물등기,저당    ,20150227,Private,150000000
635,10001,집합건물등기,소유이전,20040611,Private,0
635,10002,집합건물등기,가압    ,20161212,Private,74000600
635,10003,집합건물등기,가압    ,20170315,신한카드,12486128
635,10004,집합건물등기,가압    ,20170425,우리카드,7346147
635,10005,집합건물등기,임의    ,20170501,교보생명보험,0
635,10006,집합건물등기,가압    ,20170713,서울신용보증재단,9568000
635,10007,집합건물등기,가압    ,20170717,에스비아이저축은행,10536995
635,10008,집합건물등기,저당    ,20040922,아라에이엠씨대부,65000000
635,10009,집합건물등기,질권    ,20170619,JB우리캐피탈,65000000
635,10010,집합건물등기,저당    ,20070105,아라에이엠씨대부,39000000
635,10011,집합건물등기,질권    ,20170619,JB우리캐피탈,39000000
635,10012,집합건물등기,저당    ,20081017,아라에이엠씨대부,13000000
635,10013,집합건물등기,질권    ,20170619,JB우리캐피탈,13000000
635,10014,집합건물등기,저당    ,20120222,아라에이엠씨대부,51000000
635,10015,집합건물등기,질권    ,20170619,JB우리캐피탈,51000000
635,10016,집합건물등기,저당    ,20130905,아라에이엠씨대부,19200000
635,10017,집합건물등기,질권    ,20170619,JB우리캐피탈,19200000
635,10018,집합건물등기,저당    ,20150818,아라에이엠씨대부,44400000
635,10019,집합건물등기,질권    ,20170619,JB우리캐피탈,44400000
635,10020,집합건물등기,저당    ,20160823,아라에이엠씨대부,26640000
635,10021,집합건물등기,질권    ,20170619,JB우리캐피탈,26640000
636,10001,집합건물등기,소유이전,20080520,Private,0
636,10002,집합건물등기,압류    ,20161021,동대문세무서,0
636,10003,집합건물등기,임의    ,20170519,조은저축은행,0
636,10004,집합건물등기,가압    ,20170531,중소기업은행,23601750
636,10005,집합건물등기,가압    ,20170623,기술보증기금,569500000
636,10006,집합건물등기,가압    ,20170626,하나은행,124913224
636,10007,집합건물등기,가압    ,20170630,우리카드,6940866
636,10008,집합건물등기,가압    ,20170719,케이비국민카드,11103175
636,10009,집합건물등기,임의    ,20170807,신한은행,0
636,10010,집합건물등기,압류    ,20171030,성동세무서,0
636,10011,집합건물등기,저당    ,20080520,에이치엠자산관리대부,258000000
636,10012,집합건물등기,질권    ,20170914,대신저축은행,258000000
636,10013,집합건물등기,저당    ,20150916,에이치엠자산관리대부,130000000
636,10014,집합건물등기,질권    ,20170817,민국저축은행,130000000
637,10001,집합건물등기,소유이전,20160128,Private,0
637,10002,집합건물등기,임의    ,20160128,우리은행,0
637,10003,집합건물등기,압류    ,20160128,서울시용산구,0
637,10004,집합건물등기,압류    ,20160307,Private,0
637,10005,집합건물등기,강제    ,20160321,신용보증기금,0
637,10006,집합건물등기,압류    ,20161202,Private,0
637,10007,집합건물등기,저당    ,20160128,우리은행,822000000
637,10008,집합건물등기,저당    ,20160128,우리파이낸셜,312000000
638,10001,집합건물등기,소유이전,20110111,Private,0
638,10002,집합건물등기,가등기  ,20110929,Private,0
638,10003,집합건물등기,압류    ,20111014,평택세무서,0
638,10004,집합건물등기,압류    ,20120720,서대문세무서,0
638,10005,집합건물등기,압류    ,20130109,서울시은평구,0
638,10006,집합건물등기,강제    ,20130903,Private,0
638,10007,집합건물등기,임차권  ,20120910,Private,185000000
639,10001,집합건물등기,가등기  ,20120703,한국투자파이낸셜대부금융,0
639,10002,집합건물등기,임의    ,20131015,동부화재해상보험,0
639,10003,집합건물등기,압류    ,20140501,서울시마포구,0
639,10004,집합건물등기,임의    ,20151214,한비투자대부금융,0
639,10005,집합건물등기,소유이전,20151217,Private,0
639,10006,집합건물등기,저당    ,20120406,동부화재해상보험,324000000
640,10001,집합건물등기,소유이전,20020329,Private,0
640,10002,집합건물등기,가압    ,20111124,삼성카드,16495627
640,10003,집합건물등기,가압    ,20120203,우리은행,8202199
640,10004,집합건물등기,압류    ,20130214,서울시서대문구,0
640,10005,집합건물등기,가압    ,20130710,서울신용보증재단,18663642
640,10006,집합건물등기,임의    ,20131022,대백저축은행,0
640,10007,집합건물등기,압류    ,20131105,국민건강보험공단,0
640,10008,집합건물등기,가압    ,20131120,예스캐피탈대부,4999237
640,10009,집합건물등기,압류    ,20141007,서대문세무서,0
640,10010,집합건물등기,저당    ,20110906,대백저축은행,455000000
641,10001,집합건물등기,가압    ,20130426,Private,17621000
641,10002,집합건물등기,소유이전,20130604,신서천종합건설,0
641,10003,집합건물등기,임의    ,20131024,Private,0
641,10004,집합건물등기,저당    ,20130628,Private,210000000
641,19992,토지별도등기,        ,99999999,Private,0
642,10001,집합건물등기,가압    ,20130819,Private,60000000
642,10002,집합건물등기,가압    ,20130822,Private,62500000
642,10003,집합건물등기,강제    ,20131205,Private,0
642,10004,집합건물등기,강제    ,20141007,Private,0
642,10005,집합건물등기,저당    ,20131211,남서울농협,108000000
642,19992,토지별도등기,        ,99999999,Private,0
643,10001,집합건물등기,가압    ,20130821,Private,60000000
643,10002,집합건물등기,가압    ,20130822,Private,62500000
643,10003,집합건물등기,강제    ,20131205,Private,0
643,10004,집합건물등기,강제    ,20141007,Private,0
643,10005,집합건물등기,저당    ,20131211,남서울농협,108000000
643,19992,토지별도등기,        ,99999999,Private,0
644,10001,집합건물등기,소유이전,20051010,Private,0
644,10002,집합건물등기,가압    ,20131028,한국외환은행,14053170
644,10003,집합건물등기,가압    ,20131217,국민은행,14174655
644,10004,집합건물등기,임의    ,20140211,종로광장(새),0
644,10005,집합건물등기,가압    ,20140226,롯데캐피탈,14938330
644,10006,집합건물등기,가압    ,20140318,부산은행,8557424
644,10007,집합건물등기,임의    ,20150318,유에스더블유제2차유동화전문,0
644,10008,집합건물등기,압류    ,20150421,서울시마포구,0
644,10009,집합건물등기,저당    ,20051010,조흥은행,475200000
644,10010,집합건물등기,저당    ,20090715,종로광장(새),380900000
645,10001,집합건물등기,소유이전,20100803,Private,0
645,10002,집합건물등기,임의    ,20140218,프라임상호저축은행,0
645,10003,집합건물등기,임의    ,20140514,국민은행,0
645,10004,집합건물등기,저당    ,20110608,Private,540000000
645,10005,집합건물등기,질권    ,20150401,한강(새),540000000
645,10006,집합건물등기,저당    ,20120604,프라임상호저축은행,500000000
646,20001,건물등기,소유이전,19881217,Private,0
646,20002,건물등기,임의    ,20140313,Private,0
646,20003,건물등기,임의    ,20160923,Private,0
646,20004,건물등기,저당    ,20130705,Private,75000000
646,20005,건물등기,저당    ,20160105,Private,15000000
647,10001,집합건물등기,소유이전,20000121,Private,0
647,10002,집합건물등기,압류    ,20121129,서대문세무서,0
647,10003,집합건물등기,가압    ,20140103,씨케이앤디리더스,500000000
647,10004,집합건물등기,임의    ,20140507,SC은행,0
647,10005,집합건물등기,가압    ,20140715,국민은행,7880004
647,10006,집합건물등기,가압    ,20140912,현대캐피탈,44311541
647,10007,집합건물등기,압류    ,20150226,서울시서대문구,0
647,10008,집합건물등기,압류    ,20160801,청주시상당구,0
647,10009,집합건물등기,저당    ,20090713,SC은행,360000000
647,10010,집합건물등기,저당    ,20131015,Private,110000000
648,10001,집합건물등기,소유이전,20090318,Private,0
648,10002,집합건물등기,압류    ,20140520,국민건강보험공단,0
648,10003,집합건물등기,강제    ,20140528,Private,0
648,10004,집합건물등기,가압    ,20140611,비에스캐피탈,73257614
648,10005,집합건물등기,가압    ,20140630,엔에이치농협캐피탈,9446127
648,10006,집합건물등기,가압    ,20140703,현대커머셜,96902714
648,10007,집합건물등기,압류    ,20150526,동고양세무서,0
648,10008,집합건물등기,압류    ,20151007,서울시마포구,0
648,10009,집합건물등기,압류    ,20151022,마포세무서,0
648,10010,집합건물등기,임의    ,20151113,USW제이차유동화전문,0
648,10011,집합건물등기,저당    ,20090724,신한은행,348000000
648,10012,집합건물등기,저당    ,20090727,신한은행,60000000
648,10013,집합건물등기,저당    ,20100723,신한은행,108000000
649,10001,집합건물등기,소유이전,20121203,Private,0
649,10002,집합건물등기,임의    ,20140721,동원건설산업,0
649,10003,집합건물등기,저당    ,20121203,우리은행,278400000
649,10004,집합건물등기,저당    ,20121203,동원시스템즈,180960000
649,10005,집합건물등기,전세권  ,20150514,Private,30000000
650,10001,집합건물등기,소유이전,20120928,Private,0
650,10002,집합건물등기,강제    ,20140926,서울보증보험,0
651,10001,집합건물등기,소유이전,20151209,Private,0
651,10002,집합건물등기,가압    ,20151209,응암제8구역주택재개발정비사업조합,387910080
651,10003,집합건물등기,임의    ,20151209,우리은행,0
651,10004,집합건물등기,가압    ,20160224,백련산힐스테이트2차입주자대표회의,5641340
651,10005,집합건물등기,저당    ,20151209,우리은행,55920000
651,10006,집합건물등기,저당    ,20151209,현대건설,30200000
651,10007,집합건물등기,저당    ,20151209,이푸른(새),27300000
652,10001,집합건물등기,소유이전,20151209,Private,0
652,10002,집합건물등기,가압    ,20151209,응암제8구역주택재개발,258882340
652,10003,집합건물등기,압류    ,20151209,서울시은평구,0
652,10004,집합건물등기,임의    ,20151209,우리은행,0
652,10005,집합건물등기,압류    ,20151209,국민건강보험공단,0
652,10006,집합건물등기,가압    ,20151209,Private,240387175
652,10007,집합건물등기,가압    ,20160223,백련산힐스테이트2차입주자대표회의,4326310
652,10008,집합건물등기,저당    ,20151209,모아상호저축은행,104000000
652,10009,집합건물등기,저당    ,20151209,우리은행,27120000
652,10010,집합건물등기,저당    ,20151209,현대건설,14600000
653,10001,집합건물등기,소유이전,20151209,Private,0
653,10002,집합건물등기,압류    ,20151209,고양시차량등록사업소,0
653,10003,집합건물등기,가압    ,20151209,Private,5061760
653,10004,집합건물등기,압류    ,20151209,국민건강보험공단,0
653,10005,집합건물등기,가압    ,20151209,알씨아이파이낸셜서비스코리아,9210059
653,10006,집합건물등기,압류    ,20151209,충청북도진천군,0
653,10007,집합건물등기,압류    ,20151209,청주세무서,0
653,10008,집합건물등기,가압    ,20151209,응암제8구역주택재개발정비사업조합,333512980
653,10009,집합건물등기,압류    ,20151209,서울시은평구,0
653,10010,집합건물등기,임의    ,20151209,우리은행,0
653,10011,집합건물등기,가압    ,20160311,백련산힐스테이트,5610300
653,10012,집합건물등기,저당    ,20151209,우리은행,51480000
653,10013,집합건물등기,저당    ,20151209,현대건설,27800000
653,10014,집합건물등기,저당    ,20151209,이푸른(새),23400000
653,10015,집합건물등기,저당    ,20151209,Private,200000000
654,10001,집합건물등기,소유이전,20151209,Private,0
654,10002,집합건물등기,가압    ,20151209,Private,150000000
654,10003,집합건물등기,가압    ,20151209,Private,331600000
654,10004,집합건물등기,압류    ,20151209,서울시은평구,0
654,10005,집합건물등기,가압    ,20151209,응암제8구역주택재개발정비사업조합,492201400
654,10006,집합건물등기,압류    ,20151209,국민건강보험공단,0
654,10007,집합건물등기,임의    ,20151209,우리은행,0
654,10008,집합건물등기,가압    ,20151209,Private,2290185417
654,10009,집합건물등기,저당    ,20151209,우리은행,112200000
654,10010,집합건물등기,저당    ,20151209,현대건설,60700000
654,10011,집합건물등기,저당    ,20151209,이푸른(새),39000000
655,10001,집합건물등기,소유이전,20020506,Private,0
655,10002,집합건물등기,가압    ,20140528,비에스캐피탈,27677331
655,10003,집합건물등기,가압    ,20140611,신한카드,13984503
655,10004,집합건물등기,가압    ,20140619,케이비국민카드,16095754
655,10005,집합건물등기,임의    ,20141016,국민은행,0
655,10006,집합건물등기,압류    ,20151030,서울시용산구,0
655,10007,집합건물등기,저당    ,20020506,국민은행,78000000
655,10008,집합건물등기,저당    ,20080523,국민은행,36000000
655,10009,집합건물등기,저당    ,20120518,국민은행,214800000
656,10001,집합건물등기,소유이전,20061004,Private,0
656,10002,집합건물등기,임의    ,20120830,Private,0
656,10003,집합건물등기,임의    ,20141022,영등포농협,0
656,10004,집합건물등기,저당    ,20061004,영등포농협,247000000
656,10005,집합건물등기,저당    ,20100504,Private,150000000
657,10001,집합건물등기,소유이전,20141222,Private,0
657,10002,집합건물등기,가압    ,20141222,서울신용보증재단,14985127
657,10003,집합건물등기,압류    ,20141222,국민건강보험공단,0
657,10004,집합건물등기,압류    ,20141222,서울시은평구,0
657,10005,집합건물등기,가압    ,20141222,응암제7구역주택재개발정비사업조합,160087466
657,10006,집합건물등기,임의    ,20141222,국민은행,0
657,10007,집합건물등기,저당    ,20141222,국민은행,52080000
657,10008,집합건물등기,저당    ,20141222,현대건설,28210000
657,10009,집합건물등기,저당    ,20141222,현대건설,28340000
657,10010,집합건물등기,저당    ,20141222,Private,150000000
658,10001,집합건물등기,소유이전,20030604,골드앵커리미티드,0
658,10002,집합건물등기,가압    ,20130114,코오시샤반,85124579
658,10003,집합건물등기,압류    ,20140922,서울시중구,0
658,10004,집합건물등기,압류    ,20141022,서울시용산구,0
658,10005,집합건물등기,임의    ,20141113,인도해외은행,0
658,10006,집합건물등기,압류    ,20161128,남대문세무서,0
658,10007,집합건물등기,저당    ,20030604,인도해외은행,430000000
658,10008,집합건물등기,저당    ,20110829,인도해외은행,670000000
659,10001,집합건물등기,소유이전,20030729,Private,0
659,10002,집합건물등기,가압    ,20140305,Private,100000000
659,10003,집합건물등기,압류    ,20140703,서대문세무서,0
659,10004,집합건물등기,가압    ,20140905,Private,91500000
659,10005,집합건물등기,가압    ,20141020,국민은행,15465320
659,10006,집합건물등기,강제    ,20141224,국민은행,0
659,10007,집합건물등기,강제    ,20150106,교원종합건설,0
659,10008,집합건물등기,저당    ,20090813,서서울농협,187200000
660,10001,집합건물등기,소유이전,20040723,Private,0
660,10002,집합건물등기,가압    ,20140912,신용보증기금,80000000
660,10003,집합건물등기,가압    ,20141024,Private,10805522
660,10004,집합건물등기,가압    ,20141030,신한카드,10241132
660,10005,집합건물등기,가압    ,20141117,우리카드,8711708
660,10006,집합건물등기,가압    ,20141126,현대캐피탈,11635545
660,10007,집합건물등기,임의    ,20150102,한국외환은행,0
660,10008,집합건물등기,저당    ,20050727,한국외환은행,717600000
660,10009,집합건물등기,저당    ,20050727,한국외환은행,130000000
660,10010,집합건물등기,저당    ,20061030,한국외환은행,520000000
660,10011,집합건물등기,저당    ,20070612,한국외환은행,91000000
660,10012,집합건물등기,저당    ,20090224,Private,200000000
661,10001,집합건물등기,소유이전,19990614,Private,0
661,10002,집합건물등기,가압    ,20141112,다성페이퍼,53017417
661,10003,집합건물등기,임의    ,20150112,우리은행,0
661,10004,집합건물등기,임의    ,20150112,우리은행,0
661,10005,집합건물등기,압류    ,20150430,국민건강보험공단,0
661,10006,집합건물등기,압류    ,20160114,서울용산구,0
661,10007,집합건물등기,저당    ,20110222,우리은행,1080000000
661,10008,집합건물등기,저당    ,20110222,우리은행,15120000000
661,10009,집합건물등기,저당    ,20120719,신용보증기금,924000000
662,10001,집합건물등기,소유이전,19980309,Private,0
662,10002,집합건물등기,가압    ,19980309,Private,20000000
662,10003,집합건물등기,압류    ,19990726,서울시은평구청,0
662,10004,집합건물등기,압류    ,20040318,국민건강보험공단,0
