Auction_key,Auction_seq,Auction_date,Appraisal_price,Minimum_sales_price,Auction_results
686,2,2016-05-24 00:00:00,390000000,390000000,변경
686,3,2016-08-02 00:00:00,390000000,390000000,변경
686,4,2016-10-11 00:00:00,390000000,390000000,낙찰
686,5,2016-12-15 00:00:00,390000000,390000000,배당
687,1,2016-06-07 00:00:00,390000000,390000000,유찰
687,2,2016-07-12 00:00:00,390000000,312000000,유찰
687,3,2016-08-16 00:00:00,390000000,249600000,유찰
687,4,2016-09-20 00:00:00,390000000,199680000,낙찰
687,5,2016-12-08 00:00:00,390000000,199680000,배당
688,1,2016-04-19 00:00:00,780000000,780000000,유찰
688,2,2016-05-24 00:00:00,780000000,624000000,낙찰
688,3,2016-07-25 00:00:00,780000000,624000000,배당
689,1,2016-04-26 00:00:00,432000000,432000000,유찰
689,2,2016-05-31 00:00:00,432000000,345600000,낙찰
689,3,2016-09-08 00:00:00,432000000,345600000,배당
690,1,2016-04-26 00:00:00,346000000,346000000,유찰
690,2,2016-05-31 00:00:00,346000000,276800000,낙찰
690,3,2016-09-08 00:00:00,346000000,276800000,배당
691,1,2016-04-26 00:00:00,462000000,462000000,유찰
691,2,2016-05-31 00:00:00,462000000,369600000,낙찰
691,3,2016-09-08 00:00:00,462000000,369600000,배당
692,1,2016-04-26 00:00:00,516000000,516000000,유찰
692,2,2016-05-31 00:00:00,516000000,412800000,낙찰
692,3,2016-09-08 00:00:00,516000000,412800000,배당
693,1,2016-04-26 00:00:00,286000000,286000000,유찰
693,2,2016-05-31 00:00:00,286000000,228800000,낙찰
693,3,2016-09-08 00:00:00,286000000,228800000,배당
694,1,2016-04-26 00:00:00,445000000,445000000,유찰
694,2,2016-05-31 00:00:00,445000000,356000000,낙찰
694,3,2016-09-08 00:00:00,445000000,356000000,배당
695,1,2016-04-26 00:00:00,432000000,432000000,낙찰
695,2,2016-09-08 00:00:00,432000000,432000000,배당
696,1,2016-04-26 00:00:00,432000000,432000000,유찰
696,2,2016-05-31 00:00:00,432000000,345600000,낙찰
696,3,2016-09-08 00:00:00,432000000,345600000,배당
697,1,2016-04-26 00:00:00,436000000,436000000,낙찰
697,2,2016-09-08 00:00:00,436000000,436000000,배당
698,1,2016-04-26 00:00:00,389000000,389000000,유찰
698,2,2016-05-31 00:00:00,389000000,311200000,낙찰
698,3,2016-09-08 00:00:00,389000000,311200000,배당
699,1,2016-04-26 00:00:00,496000000,496000000,낙찰
699,2,2016-09-08 00:00:00,496000000,496000000,배당
700,1,2016-04-26 00:00:00,286000000,286000000,유찰
700,2,2016-05-31 00:00:00,286000000,228800000,낙찰
700,3,2016-09-08 00:00:00,286000000,228800000,배당
701,1,2016-04-26 00:00:00,445000000,445000000,유찰
701,2,2016-05-31 00:00:00,445000000,356000000,낙찰
701,3,2016-09-08 00:00:00,445000000,356000000,배당
702,1,2016-04-26 00:00:00,432000000,432000000,낙찰
702,2,2016-09-08 00:00:00,432000000,432000000,배당
703,1,2016-04-26 00:00:00,432000000,432000000,유찰
703,2,2016-05-31 00:00:00,432000000,345600000,낙찰
703,3,2016-09-08 00:00:00,432000000,345600000,배당
704,1,2016-04-26 00:00:00,346000000,346000000,유찰
704,2,2016-05-31 00:00:00,346000000,276800000,낙찰
704,3,2016-09-08 00:00:00,346000000,276800000,배당
705,1,2016-04-26 00:00:00,462000000,462000000,유찰
705,2,2016-05-31 00:00:00,462000000,369600000,낙찰
705,3,2016-09-08 00:00:00,462000000,369600000,배당
706,1,2016-04-26 00:00:00,496000000,496000000,낙찰
706,2,2016-09-08 00:00:00,496000000,496000000,배당
707,1,2016-04-26 00:00:00,402000000,402000000,낙찰
707,2,2016-09-08 00:00:00,402000000,402000000,배당
708,1,2016-04-26 00:00:00,402000000,402000000,낙찰
708,2,2016-09-08 00:00:00,402000000,402000000,배당
709,1,2016-04-26 00:00:00,402000000,402000000,유찰
709,2,2016-05-31 00:00:00,402000000,321600000,낙찰
709,3,2016-09-08 00:00:00,402000000,321600000,배당
710,1,2016-04-26 00:00:00,412000000,412000000,낙찰
710,2,2016-09-08 00:00:00,412000000,412000000,배당
711,1,2016-04-26 00:00:00,412000000,412000000,낙찰
711,2,2016-09-08 00:00:00,412000000,412000000,배당
712,1,2016-04-26 00:00:00,432000000,432000000,낙찰
712,2,2016-09-08 00:00:00,432000000,432000000,배당
713,1,2016-04-26 00:00:00,346000000,346000000,유찰
713,2,2016-05-31 00:00:00,346000000,276800000,낙찰
713,3,2016-09-08 00:00:00,346000000,276800000,배당
714,1,2016-04-26 00:00:00,402000000,402000000,낙찰
714,2,2016-09-08 00:00:00,402000000,402000000,배당
715,1,2016-04-26 00:00:00,432000000,432000000,낙찰
715,2,2016-09-08 00:00:00,432000000,432000000,배당
716,1,2016-04-26 00:00:00,343000000,343000000,낙찰
716,2,2016-09-08 00:00:00,343000000,343000000,배당
717,1,2016-04-26 00:00:00,457000000,457000000,낙찰
717,2,2016-09-08 00:00:00,457000000,457000000,배당
718,1,2016-04-26 00:00:00,398000000,398000000,낙찰
718,2,2016-09-08 00:00:00,398000000,398000000,배당
719,1,2016-04-26 00:00:00,398000000,398000000,유찰
719,2,2016-05-31 00:00:00,398000000,318400000,낙찰
719,3,2016-09-08 00:00:00,398000000,318400000,배당
720,1,2016-10-04 00:00:00,560000000,560000000,낙찰
720,2,2016-12-02 00:00:00,560000000,560000000,배당
721,1,2016-04-26 00:00:00,400000000,400000000,유찰
721,2,2016-05-31 00:00:00,400000000,320000000,낙찰
721,3,2016-08-25 00:00:00,400000000,320000000,배당
722,1,2016-12-27 00:00:00,331000000,331000000,낙찰
722,2,2017-03-09 00:00:00,331000000,331000000,배당
723,1,2016-03-15 00:00:00,648000000,648000000,변경
723,2,2016-05-24 00:00:00,648000000,648000000,변경
723,3,2016-08-02 00:00:00,648000000,648000000,변경
723,4,2016-10-11 00:00:00,648000000,648000000,낙찰
723,5,2016-12-15 00:00:00,648000000,648000000,배당
724,1,2016-04-19 00:00:00,1290000000,1290000000,유찰
724,2,2016-05-24 00:00:00,1290000000,1032000000,낙찰
724,3,2016-07-25 00:00:00,1290000000,1032000000,배당
725,1,2016-07-05 00:00:00,604000000,604000000,낙찰
725,2,2016-09-22 00:00:00,604000000,604000000,배당
726,1,2016-03-29 00:00:00,390000000,390000000,유찰
726,2,2016-05-03 00:00:00,390000000,312000000,낙찰
726,3,2016-07-14 00:00:00,390000000,312000000,배당
727,1,2016-10-18 00:00:00,465000000,465000000,유찰
727,2,2016-11-22 00:00:00,465000000,372000000,낙찰
727,3,2017-01-17 00:00:00,465000000,372000000,배당
728,1,2017-11-28 00:00:00,930000000,930000000,낙찰
728,2,2018-01-25 00:00:00,930000000,930000000,배당
729,1,2016-05-03 00:00:00,470000000,470000000,낙찰
729,2,2016-06-16 00:00:00,470000000,470000000,배당
730,1,2016-03-29 00:00:00,446000000,446000000,유찰
730,2,2016-05-03 00:00:00,446000000,356800000,낙찰
730,3,2016-06-29 00:00:00,446000000,356800000,배당
731,1,2016-08-16 00:00:00,452000000,452000000,낙찰
731,2,2016-10-19 00:00:00,452000000,452000000,배당
732,1,2016-05-03 00:00:00,365000000,365000000,낙찰
732,2,2016-07-14 00:00:00,365000000,365000000,배당
733,1,2017-05-23 00:00:00,300000000,300000000,낙찰
733,2,2017-07-25 00:00:00,300000000,300000000,배당
734,1,2016-04-12 00:00:00,450000000,450000000,낙찰
734,2,2016-06-30 00:00:00,450000000,450000000,배당
735,1,2016-04-19 00:00:00,200000000,200000000,낙찰
735,2,2016-06-20 00:00:00,200000000,200000000,배당
736,1,2016-07-26 00:00:00,380000000,380000000,낙찰
736,2,2016-10-12 00:00:00,380000000,380000000,배당
737,1,2016-04-26 00:00:00,700000000,700000000,유찰
737,2,2016-05-31 00:00:00,700000000,560000000,낙찰
737,3,2016-08-25 00:00:00,700000000,560000000,배당
738,1,2016-05-17 00:00:00,158000000,158000000,유찰
738,2,2016-06-21 00:00:00,158000000,126400000,낙찰
738,3,2016-09-06 00:00:00,158000000,126400000,배당
739,1,2016-07-05 00:00:00,890000000,890000000,유찰
739,2,2016-08-09 00:00:00,890000000,712000000,유찰
739,3,2016-09-13 00:00:00,890000000,569600000,낙찰
739,4,2016-11-24 00:00:00,890000000,569600000,배당
740,1,2016-12-13 00:00:00,200000000,200000000,낙찰
740,2,2017-02-22 00:00:00,200000000,200000000,배당
741,1,2016-07-26 00:00:00,175000000,175000000,유찰
741,2,2016-08-30 00:00:00,175000000,140000000,낙찰
741,3,2016-10-12 00:00:00,175000000,140000000,배당
742,1,2016-05-17 00:00:00,594000000,594000000,유찰
742,2,2016-06-21 00:00:00,594000000,475200000,낙찰
742,3,2016-08-18 00:00:00,594000000,475200000,배당
743,1,2016-05-03 00:00:00,1080000000,1080000000,유찰
743,2,2016-06-07 00:00:00,1080000000,864000000,유찰
743,3,2016-07-12 00:00:00,1080000000,691200000,낙찰
743,4,2016-09-07 00:00:00,1080000000,691200000,배당
744,1,2016-11-08 00:00:00,1282540000,1282540000,유찰
744,2,2016-12-13 00:00:00,1282540000,1026032000,유찰
744,3,2017-01-17 00:00:00,1282540000,820826000,유찰
744,4,2017-02-28 00:00:00,1282540000,656661000,낙찰
744,5,2017-05-16 00:00:00,1282540000,656661000,배당
745,1,2016-08-16 00:00:00,2210000000,2210000000,변경
745,2,2016-10-25 00:00:00,2210000000,2210000000,유찰
745,3,2016-11-29 00:00:00,2210000000,1768000000,변경
745,4,2017-03-28 00:00:00,2210000000,1768000000,낙찰
745,5,2017-06-09 00:00:00,2210000000,1768000000,배당
746,1,2016-05-24 00:00:00,203000000,203000000,유찰
746,2,2016-06-28 00:00:00,203000000,162400000,낙찰
746,3,2016-09-29 00:00:00,203000000,162400000,배당
747,1,2016-08-16 00:00:00,1280000000,1280000000,유찰
747,2,2016-09-20 00:00:00,1280000000,1024000000,변경
747,3,2017-02-21 00:00:00,1280000000,1024000000,유찰
747,4,2017-03-28 00:00:00,1280000000,819200000,낙찰
747,5,2017-06-13 00:00:00,1280000000,819200000,낙찰
747,6,2017-08-24 00:00:00,1280000000,819200000,배당
748,1,2016-05-31 00:00:00,280000000,280000000,유찰
748,2,2016-07-05 00:00:00,280000000,224000000,낙찰
748,3,2016-09-09 00:00:00,280000000,224000000,배당
749,1,2016-11-15 00:00:00,596000000,596000000,변경
749,2,2016-12-20 00:00:00,596000000,596000000,낙찰
749,3,2017-02-23 00:00:00,596000000,596000000,배당
750,1,2016-05-24 00:00:00,306000000,306000000,낙찰
750,2,2016-07-25 00:00:00,306000000,306000000,배당
751,1,2016-08-02 00:00:00,145000000,145000000,낙찰
751,2,2017-09-12 00:00:00,290000000,290000000,유찰
751,3,2017-10-31 00:00:00,290000000,232000000,낙찰
751,4,2017-12-27 00:00:00,290000000,232000000,배당
752,1,2016-05-31 00:00:00,274000000,274000000,유찰
752,2,2016-07-05 00:00:00,274000000,219200000,낙찰
752,3,2016-09-22 00:00:00,274000000,219200000,배당
753,1,2016-07-12 00:00:00,866000000,866000000,유찰
753,2,2016-08-16 00:00:00,866000000,692800000,낙찰
753,3,2016-10-24 00:00:00,866000000,692800000,배당
754,1,2016-08-02 00:00:00,266000000,266000000,낙찰
754,2,2016-10-10 00:00:00,266000000,266000000,배당
755,1,2016-05-31 00:00:00,490000000,490000000,유찰
755,2,2016-07-05 00:00:00,490000000,392000000,낙찰
755,3,2016-09-22 00:00:00,490000000,392000000,배당
756,1,2016-06-28 00:00:00,267000000,267000000,유찰
756,2,2016-08-02 00:00:00,267000000,213600000,낙찰
756,3,2016-10-13 00:00:00,267000000,213600000,배당
757,1,2016-09-20 00:00:00,655000000,655000000,낙찰
757,2,2016-11-18 00:00:00,655000000,655000000,배당
758,1,2016-05-24 00:00:00,434000000,434000000,낙찰
758,2,2016-07-25 00:00:00,434000000,434000000,배당
759,1,2016-04-19 00:00:00,580000000,580000000,유찰
759,2,2016-05-24 00:00:00,580000000,464000000,낙찰
759,3,2016-07-06 00:00:00,580000000,464000000,배당
760,1,2016-10-04 00:00:00,520000000,520000000,낙찰
760,2,2016-12-02 00:00:00,520000000,520000000,배당
761,1,2016-07-05 00:00:00,476000000,476000000,낙찰
761,2,2016-08-30 00:00:00,476000000,476000000,배당
762,1,2016-05-03 00:00:00,1710000000,1710000000,유찰
762,2,2016-06-07 00:00:00,1710000000,1368000000,낙찰
762,3,2016-08-19 00:00:00,1710000000,1368000000,배당
763,1,2016-03-15 00:00:00,841000000,841000000,유찰
763,2,2016-04-19 00:00:00,841000000,672800000,낙찰
763,3,2016-06-14 00:00:00,841000000,672800000,배당
764,1,2016-07-05 00:00:00,436000000,436000000,유찰
764,2,2016-08-09 00:00:00,436000000,348800000,낙찰
764,3,2016-09-30 00:00:00,436000000,348800000,배당
765,1,2017-06-20 00:00:00,339000000,339000000,낙찰
765,2,2017-08-25 00:00:00,339000000,339000000,배당
766,1,2016-06-21 00:00:00,220000000,220000000,유찰
766,2,2016-07-26 00:00:00,220000000,176000000,낙찰
766,3,2016-09-06 00:00:00,220000000,176000000,배당
767,1,2016-10-11 00:00:00,235000000,235000000,유찰
767,2,2016-11-15 00:00:00,235000000,188000000,낙찰
767,3,2017-01-25 00:00:00,235000000,188000000,배당
768,1,2016-08-02 00:00:00,450000000,450000000,유찰
768,2,2016-09-06 00:00:00,450000000,360000000,낙찰
768,3,2016-11-10 00:00:00,450000000,360000000,배당
769,1,2016-07-05 00:00:00,309000000,309000000,낙찰
769,2,2016-09-22 00:00:00,309000000,309000000,배당
770,1,2016-09-06 00:00:00,447000000,447000000,낙찰
770,2,2016-11-16 00:00:00,447000000,447000000,배당
771,1,2016-06-28 00:00:00,685000000,685000000,유찰
771,2,2016-08-02 00:00:00,685000000,548000000,낙찰
771,3,2016-10-10 00:00:00,685000000,548000000,배당
772,1,2016-11-29 00:00:00,840000000,840000000,유찰
772,2,2017-01-03 00:00:00,840000000,672000000,낙찰
772,3,2017-02-15 00:00:00,840000000,672000000,배당
773,1,2016-06-28 00:00:00,192000000,192000000,유찰
773,2,2016-08-02 00:00:00,192000000,153600000,낙찰
773,3,2016-10-10 00:00:00,192000000,153600000,배당
774,1,2016-07-12 00:00:00,480000000,480000000,낙찰
774,2,2016-08-19 00:00:00,480000000,480000000,배당
775,1,2017-05-30 00:00:00,594000000,594000000,낙찰
775,2,2017-07-19 00:00:00,594000000,594000000,배당
776,1,2016-08-16 00:00:00,1130000000,1130000000,유찰
776,2,2016-09-20 00:00:00,1130000000,904000000,낙찰
776,3,2016-11-17 00:00:00,1130000000,904000000,배당
777,1,2016-11-15 00:00:00,270000000,270000000,낙찰
777,2,2017-01-25 00:00:00,270000000,270000000,배당
778,1,2016-07-12 00:00:00,350000000,350000000,유찰
778,2,2016-08-16 00:00:00,350000000,280000000,낙찰
778,3,2016-10-24 00:00:00,350000000,280000000,배당
779,1,2016-06-28 00:00:00,1720000000,1720000000,낙찰
779,2,2016-08-26 00:00:00,1720000000,1720000000,배당
780,1,2016-08-16 00:00:00,313000000,313000000,낙찰
780,2,2016-10-19 00:00:00,313000000,313000000,배당
781,1,2016-06-28 00:00:00,480000000,480000000,낙찰
781,2,2016-08-31 00:00:00,480000000,480000000,배당
782,1,2016-06-28 00:00:00,1100000000,1100000000,유찰
782,2,2016-08-02 00:00:00,1100000000,880000000,낙찰
782,3,2016-10-10 00:00:00,1100000000,880000000,배당
783,1,2016-07-05 00:00:00,1030000000,1030000000,유찰
783,2,2016-08-09 00:00:00,1030000000,824000000,낙찰
783,3,2016-10-25 00:00:00,1030000000,824000000,배당
784,1,2017-05-30 00:00:00,1030000000,1030000000,유찰
784,2,2017-07-04 00:00:00,1030000000,824000000,낙찰
784,3,2017-09-06 00:00:00,1030000000,824000000,배당
785,1,2016-07-26 00:00:00,824000000,824000000,유찰
785,2,2016-08-30 00:00:00,824000000,659200000,낙찰
785,3,2016-11-08 00:00:00,824000000,659200000,유찰
785,4,2016-12-13 00:00:00,824000000,527360000,낙찰
785,5,2017-03-07 00:00:00,824000000,527360000,배당
786,1,2016-09-13 00:00:00,430000000,430000000,유찰
786,2,2016-10-18 00:00:00,430000000,344000000,낙찰
786,3,2016-12-29 00:00:00,430000000,344000000,배당
787,1,2016-08-02 00:00:00,704000000,704000000,유찰
787,2,2016-09-06 00:00:00,704000000,563200000,낙찰
787,3,2016-11-16 00:00:00,704000000,563200000,배당
788,1,2017-05-23 00:00:00,210000000,210000000,낙찰
788,2,2017-07-18 00:00:00,210000000,210000000,배당
789,1,2016-08-16 00:00:00,96000000,96000000,낙찰
789,2,2016-10-24 00:00:00,96000000,96000000,배당
790,1,2016-08-09 00:00:00,327000000,327000000,낙찰
790,2,2016-10-25 00:00:00,327000000,327000000,배당
791,1,2016-09-06 00:00:00,83000000,83000000,유찰
791,2,2016-10-11 00:00:00,83000000,66400000,낙찰
791,3,2016-12-14 00:00:00,83000000,66400000,배당
792,1,2017-06-13 00:00:00,460000000,460000000,낙찰
792,2,2018-04-24 00:00:00,460000000,460000000,배당
793,1,2016-09-13 00:00:00,375000000,375000000,낙찰
793,2,2016-11-29 00:00:00,375000000,375000000,배당
794,1,2016-08-30 00:00:00,410000000,410000000,낙찰
794,2,2016-11-15 00:00:00,410000000,410000000,배당
795,1,2016-09-06 00:00:00,320000000,320000000,유찰
795,2,2016-10-11 00:00:00,320000000,256000000,낙찰
795,3,2016-12-14 00:00:00,320000000,256000000,배당
796,1,2016-11-08 00:00:00,260000000,260000000,유찰
796,2,2016-12-13 00:00:00,260000000,208000000,낙찰
796,3,2017-02-22 00:00:00,260000000,208000000,배당
797,1,2016-08-30 00:00:00,700000000,700000000,변경
797,2,2016-11-08 00:00:00,700000000,700000000,유찰
797,3,2016-12-13 00:00:00,700000000,560000000,낙찰
797,4,2017-02-22 00:00:00,700000000,560000000,배당
798,1,2016-09-13 00:00:00,648000000,648000000,유찰
798,2,2016-10-18 00:00:00,648000000,518400000,낙찰
798,3,2016-12-29 00:00:00,648000000,518400000,배당
799,1,2016-10-25 00:00:00,589000000,589000000,낙찰
799,2,2017-01-18 00:00:00,589000000,589000000,배당
800,1,2016-08-30 00:00:00,222000000,222000000,변경
800,2,2017-07-25 00:00:00,111000000,111000000,낙찰
800,3,2017-09-28 00:00:00,111000000,111000000,배당
801,1,2016-10-11 00:00:00,195000000,195000000,유찰
801,2,2016-11-15 00:00:00,195000000,156000000,낙찰
801,3,2017-01-18 00:00:00,195000000,156000000,배당
802,1,2016-10-11 00:00:00,232000000,232000000,유찰
802,2,2016-11-15 00:00:00,232000000,185600000,낙찰
802,3,2017-01-18 00:00:00,232000000,185600000,배당
803,1,2017-12-05 00:00:00,650000000,650000000,낙찰
803,2,2018-02-13 00:00:00,650000000,650000000,배당
804,1,2016-11-15 00:00:00,420000000,420000000,낙찰
804,2,2017-09-21 00:00:00,420000000,420000000,배당
805,1,2016-09-13 00:00:00,451000000,451000000,유찰
805,2,2016-10-18 00:00:00,451000000,360800000,낙찰
805,3,2017-01-19 00:00:00,451000000,360800000,배당
806,1,2017-01-03 00:00:00,320000000,320000000,유찰
806,2,2017-02-21 00:00:00,320000000,256000000,낙찰
806,3,2017-05-12 00:00:00,320000000,256000000,배당
807,1,2017-08-08 00:00:00,934000000,934000000,유찰
807,2,2017-09-12 00:00:00,934000000,747200000,낙찰
807,3,2017-11-14 00:00:00,934000000,747200000,배당
808,1,2016-12-13 00:00:00,380000000,380000000,낙찰
808,2,2017-03-07 00:00:00,380000000,380000000,배당
809,1,2017-07-04 00:00:00,230000000,230000000,낙찰
809,2,2017-09-06 00:00:00,230000000,230000000,배당
810,1,2017-07-04 00:00:00,226000000,226000000,낙찰
810,2,2017-09-06 00:00:00,226000000,226000000,배당
811,1,2016-11-08 00:00:00,660000000,660000000,변경
811,2,2017-01-17 00:00:00,660000000,660000000,유찰
811,3,2017-02-28 00:00:00,660000000,528000000,낙찰
811,4,2017-04-21 00:00:00,660000000,528000000,배당
812,1,2017-08-29 00:00:00,417000000,417000000,낙찰
812,2,2018-08-17 00:00:00,417000000,417000000,배당
813,1,2016-10-18 00:00:00,243000000,243000000,낙찰
813,2,2016-12-07 00:00:00,243000000,243000000,배당
814,1,2016-12-13 00:00:00,524000000,524000000,낙찰
814,2,2017-03-07 00:00:00,524000000,524000000,배당
815,1,2017-05-02 00:00:00,320000000,320000000,유찰
815,2,2017-06-13 00:00:00,320000000,256000000,낙찰
815,3,2017-08-24 00:00:00,320000000,256000000,배당
816,1,2017-01-17 00:00:00,411000000,411000000,낙찰
816,2,2017-04-11 00:00:00,411000000,411000000,배당
817,1,2016-11-08 00:00:00,483000000,483000000,유찰
817,2,2016-12-13 00:00:00,483000000,386400000,낙찰
817,3,2017-03-07 00:00:00,483000000,386400000,배당
818,1,2016-12-27 00:00:00,72000000,72000000,변경
818,2,2017-02-14 00:00:00,180000000,180000000,유찰
818,3,2017-03-21 00:00:00,180000000,144000000,변경
818,4,2017-05-30 00:00:00,180000000,144000000,낙찰
818,5,2017-08-17 00:00:00,180000000,144000000,배당
819,1,2017-10-31 00:00:00,600000000,600000000,낙찰
819,2,2017-12-21 00:00:00,600000000,600000000,배당
820,1,2017-11-21 00:00:00,370000000,370000000,유찰
820,2,2017-12-26 00:00:00,370000000,296000000,낙찰
820,3,2018-02-22 00:00:00,370000000,296000000,배당
821,1,2016-11-29 00:00:00,475000000,475000000,낙찰
821,2,2017-02-15 00:00:00,475000000,475000000,배당
822,1,2017-04-18 00:00:00,1330000000,1330000000,유찰
822,2,2017-05-23 00:00:00,1330000000,1064000000,낙찰
822,3,2017-06-29 00:00:00,1330000000,1064000000,배당
823,1,2017-10-24 00:00:00,386000000,386000000,유찰
823,2,2017-11-28 00:00:00,386000000,308800000,낙찰
823,3,2018-03-12 00:00:00,386000000,308800000,배당
824,1,2017-10-24 00:00:00,474000000,474000000,유찰
824,2,2017-11-28 00:00:00,474000000,379200000,낙찰
824,3,2018-03-12 00:00:00,474000000,379200000,배당
825,1,2016-11-29 00:00:00,400000000,400000000,유찰
825,2,2017-01-03 00:00:00,400000000,320000000,낙찰
825,3,2017-03-15 00:00:00,400000000,320000000,배당
826,1,2016-12-20 00:00:00,500000000,500000000,낙찰
826,2,2017-02-28 00:00:00,500000000,500000000,배당
827,1,2016-12-27 00:00:00,420000000,420000000,유찰
827,2,2017-02-14 00:00:00,420000000,336000000,유찰
827,3,2017-03-21 00:00:00,420000000,268800000,낙찰
827,4,2017-05-17 00:00:00,420000000,268800000,배당
828,1,2016-11-29 00:00:00,810000000,810000000,변경
828,2,2017-02-21 00:00:00,810000000,810000000,변경
828,3,2017-05-02 00:00:00,810000000,810000000,변경
828,4,2017-10-17 00:00:00,810000000,810000000,낙찰
828,5,2017-12-28 00:00:00,810000000,810000000,배당
829,1,2017-02-07 00:00:00,200000000,200000000,유찰
829,2,2017-03-14 00:00:00,200000000,160000000,낙찰
829,3,2017-05-19 00:00:00,200000000,160000000,배당
830,1,2017-02-28 00:00:00,150000000,150000000,유찰
830,2,2017-04-04 00:00:00,150000000,120000000,낙찰
830,3,2017-06-01 00:00:00,150000000,120000000,배당
831,1,2016-12-27 00:00:00,485000000,485000000,낙찰
831,2,2017-03-08 00:00:00,485000000,485000000,배당
832,1,2017-01-03 00:00:00,300000000,300000000,유찰
832,2,2017-02-21 00:00:00,300000000,240000000,낙찰
832,3,2017-05-12 00:00:00,300000000,240000000,배당
833,1,2017-02-14 00:00:00,252000000,252000000,유찰
833,2,2017-03-21 00:00:00,252000000,201600000,낙찰
833,3,2017-05-17 00:00:00,252000000,201600000,배당
834,1,2017-01-03 00:00:00,482000000,482000000,유찰
834,2,2017-02-21 00:00:00,482000000,385600000,변경
834,3,2017-05-02 00:00:00,482000000,385600000,낙찰
834,4,2017-07-20 00:00:00,482000000,385600000,배당
835,1,2017-06-13 00:00:00,450000000,450000000,낙찰
835,2,2017-08-08 00:00:00,450000000,450000000,배당
836,1,2017-02-21 00:00:00,520000000,520000000,유찰
836,2,2017-03-28 00:00:00,520000000,416000000,낙찰
836,3,2017-06-08 00:00:00,520000000,416000000,배당
837,1,2017-03-28 00:00:00,402000000,402000000,유찰
837,2,2017-05-02 00:00:00,402000000,321600000,낙찰
837,3,2017-07-20 00:00:00,402000000,321600000,배당
838,1,2017-05-16 00:00:00,490000000,490000000,낙찰
838,2,2017-07-21 00:00:00,490000000,490000000,배당
839,1,2017-02-14 00:00:00,270000000,270000000,유찰
839,2,2017-03-21 00:00:00,270000000,216000000,낙찰
839,3,2017-05-17 00:00:00,270000000,216000000,배당
840,1,2017-05-30 00:00:00,315000000,315000000,유찰
840,2,2017-07-04 00:00:00,315000000,252000000,낙찰
840,3,2018-02-28 00:00:00,315000000,252000000,배당
841,1,2017-03-14 00:00:00,356000000,356000000,유찰
841,2,2017-04-18 00:00:00,356000000,284800000,변경
841,3,2017-06-27 00:00:00,356000000,284800000,변경
841,4,2017-09-12 00:00:00,356000000,284800000,낙찰
841,5,2017-10-19 00:00:00,356000000,284800000,배당
842,1,2017-04-04 00:00:00,184000000,184000000,낙찰
842,2,2017-06-15 00:00:00,184000000,184000000,배당
843,1,2017-11-07 00:00:00,667000000,667000000,낙찰
844,1,2017-06-13 00:00:00,170000000,170000000,유찰
844,2,2017-07-18 00:00:00,170000000,136000000,낙찰
844,3,2017-09-20 00:00:00,170000000,136000000,배당
845,1,2017-03-21 00:00:00,370000000,370000000,유찰
845,2,2017-04-25 00:00:00,370000000,296000000,낙찰
845,3,2017-06-07 00:00:00,370000000,296000000,배당
846,1,2017-03-14 00:00:00,890000000,890000000,낙찰
846,2,2017-05-25 00:00:00,890000000,890000000,배당
847,1,2017-05-16 00:00:00,1050000000,1050000000,유찰
847,2,2017-06-20 00:00:00,1050000000,840000000,낙찰
847,3,2017-08-29 00:00:00,1050000000,840000000,배당
848,1,2017-04-18 00:00:00,262000000,262000000,낙찰
848,2,2017-06-29 00:00:00,262000000,262000000,배당
849,1,2017-07-04 00:00:00,1600000000,1600000000,유찰
849,2,2017-08-22 00:00:00,1600000000,1280000000,낙찰
849,3,2017-10-27 00:00:00,1600000000,1280000000,배당
850,1,2017-05-30 00:00:00,490000000,490000000,유찰
850,2,2017-07-04 00:00:00,490000000,392000000,낙찰
850,3,2017-09-06 00:00:00,490000000,392000000,배당
851,1,2018-03-13 00:00:00,325000000,325000000,낙찰
851,2,2018-04-24 00:00:00,325000000,325000000,배당
852,1,2017-05-16 00:00:00,759000000,759000000,유찰
852,2,2017-06-20 00:00:00,759000000,607200000,낙찰
852,3,2017-08-29 00:00:00,759000000,607200000,배당
853,1,2017-08-08 00:00:00,1590000000,1590000000,유찰
853,2,2017-09-12 00:00:00,1590000000,1272000000,낙찰
853,3,2017-11-14 00:00:00,1590000000,1272000000,배당
854,1,2016-07-05 00:00:00,280000000,280000000,낙찰
854,2,2016-09-09 00:00:00,280000000,280000000,배당
855,1,2016-10-18 00:00:00,571000000,571000000,유찰
855,2,2016-11-22 00:00:00,571000000,456800000,낙찰
855,3,2017-01-17 00:00:00,571000000,456800000,배당
856,1,2016-07-05 00:00:00,330000000,330000000,유찰
856,2,2016-08-09 00:00:00,330000000,264000000,낙찰
856,3,2016-10-20 00:00:00,330000000,264000000,배당
857,1,2016-08-09 00:00:00,630000000,630000000,낙찰
857,2,2016-10-25 00:00:00,630000000,630000000,배당
858,1,2016-10-11 00:00:00,590000000,590000000,유찰
858,2,2016-11-15 00:00:00,590000000,472000000,낙찰
858,3,2017-01-18 00:00:00,590000000,472000000,배당
859,1,2016-08-30 00:00:00,370000000,370000000,유찰
859,2,2016-10-04 00:00:00,370000000,296000000,낙찰
859,3,2016-12-02 00:00:00,370000000,296000000,배당
860,1,2016-09-13 00:00:00,449000000,449000000,낙찰
